"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @KhaledBeydoun: Dear France, 

Congratulations on winning the #WorldCup. 

80% of your team is African, cut out the racism and xenophobi…",FALSE,0,NA,2018-07-15 23:59:58,FALSE,NA,"1018646386022027264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AdanMatan",204723,TRUE,FALSE,NA,NA
"RT @Club1984_: World Cup Winner, 19 years old. 

The future of football. https://t.co/JEdrChALWm",FALSE,0,NA,2018-07-15 23:59:58,FALSE,NA,"1018646385980305409",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RiazAlmas",1380,TRUE,FALSE,NA,NA
"RT @KhaledBeydoun: My latest in ESPN - 

'Whether nativists, racists and the Marine Le Pens in #France like it or not, much of the world vi…",FALSE,0,NA,2018-07-15 23:59:58,FALSE,NA,"1018646385879592960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Stillwaters007",804,TRUE,FALSE,NA,NA
"RT @bts_worIdwide: FAKE LOVE by @BTS_twt’s played at the World Cup Final <U+2665><U+FE0F>
 https://t.co/H8XRewSgEK",FALSE,0,NA,2018-07-15 23:59:58,FALSE,NA,"1018646385338527744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","knight_kaleigh",7500,TRUE,FALSE,NA,NA
"RT @Troll__Footbal: How many Liverpool players won the World Cup?

 https://t.co/6UKHYTYx2B",FALSE,0,NA,2018-07-15 23:59:58,FALSE,NA,"1018646385082687489",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KganyaR",4585,TRUE,FALSE,NA,NA
"RT @Nouoox: France World Cup Players:  
Kimpembe - Congo
Umtiti - Cameroon
Pogba- Guinea
Mbappé - Cameroon/Nigeria
Dembélé - Senegal/Mali
T…",FALSE,0,NA,2018-07-15 23:59:58,FALSE,NA,"1018646384680071168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nouran_atef1",458,TRUE,FALSE,NA,NA
"RT @V_of_Europe: France celebrates winning the World Cup! Oh wait.. https://t.co/JFnY2OkY3s",FALSE,0,NA,2018-07-15 23:59:58,FALSE,NA,"1018646384403271680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Erufailon94",2286,TRUE,FALSE,NA,NA
"RT @wallahi: griezmann celebrating with France after winning the World Cup https://t.co/2aZLd2mFfM",FALSE,0,NA,2018-07-15 23:59:58,FALSE,NA,"1018646384386412545",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sexybrandonking",19168,TRUE,FALSE,NA,NA
"RT @KhaledBeydoun: Dear France, 

Congratulations on winning the #WorldCup. 

80% of your team is African, cut out the racism and xenophobi…",FALSE,0,NA,2018-07-15 23:59:58,FALSE,NA,"1018646384285814784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nibbyy2flyy_",204723,TRUE,FALSE,NA,NA
"RT @KhaledBeydoun: Dear France, 

Congratulations on winning the #WorldCup. 

80% of your team is African, cut out the racism and xenophobi…",FALSE,0,NA,2018-07-15 23:59:58,FALSE,NA,"1018646384235503616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ethanwoods_5",204723,TRUE,FALSE,NA,NA
"RT @KhaledBeydoun: Dear France, 

Congratulations on winning the #WorldCup. 

80% of your team is African, cut out the racism and xenophobi…",FALSE,0,NA,2018-07-15 23:59:58,FALSE,NA,"1018646383572738048",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","HusamTariG1",204723,TRUE,FALSE,NA,NA
"RT @KhaledBeydoun: Dear France, 

Congratulations on winning the #WorldCup. 

80% of your team is African, cut out the racism and xenophobi…",FALSE,0,NA,2018-07-15 23:59:58,FALSE,NA,"1018646383467941890",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fckksasha",204723,TRUE,FALSE,NA,NA
"RT @somebadideas: A French team with 17 of 23 players who are the children of immigrants just won the World Cup &amp; yesterday the white supre…",FALSE,0,NA,2018-07-15 23:59:57,FALSE,NA,"1018646383388217349",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JessieJessup",343,TRUE,FALSE,NA,NA
"RT @TechnicallyRon: Trump: ""Immigration has ruined Europe""
France: ""Hold our World Cup""",FALSE,0,NA,2018-07-15 23:59:57,FALSE,NA,"1018646383203639297",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fayfran",9726,TRUE,FALSE,NA,NA
"RT @pussyrrriot: NEWS FLASH! Just a few minutes ago four Pussy Riot members performed in the FIFA World Cup final match — ”Policeman enters…",FALSE,0,NA,2018-07-15 23:59:57,FALSE,NA,"1018646382842957824",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","irmacue",7611,TRUE,FALSE,NA,NA
"RT @sophiabotha74: #PussyRiot invades the field of the #WorldCupFinal a reminder of Russia's piss poor #HumanRights record under #Putin 
ht…",FALSE,0,NA,2018-07-15 23:59:57,FALSE,NA,"1018646382264160258",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","StupidDeluxe",67,TRUE,FALSE,NA,NA
"RT @Squawka: Most chances created at the 2014 World Cup: Lionel Messi (23)

Most chances created at the 2018 World Cup: Kieran Trippier (24…",FALSE,0,NA,2018-07-15 23:59:57,FALSE,NA,"1018646382012485633",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maged_shoga3",749,TRUE,FALSE,NA,NA
"RT @JoyReidTVNZ: Rioting started in Paris post World Cup win https://t.co/mTVHnyLKdI",FALSE,0,NA,2018-07-15 23:59:57,FALSE,NA,"1018646381903294464",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","s_kinako_xx",255,TRUE,FALSE,NA,NA
"RT @KhaledBeydoun: Dear France, 

Congratulations on winning the #WorldCup. 

80% of your team is African, cut out the racism and xenophobi…",FALSE,0,NA,2018-07-15 23:59:57,FALSE,NA,"1018646381693751296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CesarHn95",204723,TRUE,FALSE,NA,NA
"RT @Chainbody: android users celebrating the world cup https://t.co/wbmibyV0B8",FALSE,0,NA,2018-07-15 23:59:57,FALSE,NA,"1018646381093740545",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ironicalbionicl",563,TRUE,FALSE,NA,NA
"RT @8Fact_Footballl: Didier Deschamps has become the third person in history to win the World Cup as a player and manager.

#WorldCup #FRA…",FALSE,0,NA,2018-07-15 23:59:57,FALSE,NA,"1018646380888371201",NA,"<a href=""http://mvilla.it/fenix"" rel=""nofollow"">Fenix 2</a>","alsinan_ahmed",172,TRUE,FALSE,NA,NA
"I've just watched episode S2018E64 of World Cup 2018! #worldcup2018  #tvtime https://t.co/2xVSx5kffv https://t.co/jPkXsDySrv",FALSE,0,NA,2018-07-15 23:59:57,FALSE,NA,"1018646380687093760",NA,"<a href=""https://www.tvtime.com"" rel=""nofollow"">TV Time, TV show tracker</a>","_McDoNiall_",0,FALSE,FALSE,NA,NA
"RT @adellestripe: Mbappé high-fives Pussy Riot. World Cup highlight. https://t.co/CKnsRngZXg",FALSE,0,NA,2018-07-15 23:59:57,FALSE,NA,"1018646380510773248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fiqjat",11197,TRUE,FALSE,NA,NA
"RT @HolyroodLiam: The most iconic image of the World Cup - France's Kylian Mbappé high fiving a member of Pussy Riot after she broke onto t…",FALSE,0,NA,2018-07-15 23:59:57,FALSE,NA,"1018646380460564480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","igorlmc",36547,TRUE,FALSE,NA,NA
"RT @IovabeI: ok i will lowkey miss the world cup 2018 https://t.co/TxmpgAhIFv",FALSE,0,NA,2018-07-15 23:59:57,FALSE,NA,"1018646380372549632",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ouiabout",4719,TRUE,FALSE,NA,NA
"Too ez for France <U+2764> WORLD CUP KAAYU",FALSE,0,NA,2018-07-15 23:59:57,FALSE,NA,"1018646380145831936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ravemile_23",0,FALSE,FALSE,NA,NA
"RT @GrantWahl: The French World Cup champions, as was the case in 1998, represent the very best of what diversity and immigration bring to…",FALSE,0,NA,2018-07-15 23:59:57,FALSE,NA,"1018646380087271424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BomberATDoc",802,TRUE,FALSE,NA,NA
"RT @TheNotoriousMMA: Enjoying the World Cup final in Russia. 
A truly amazing spectacle! https://t.co/OEeOBmEp9y",FALSE,0,NA,2018-07-15 23:59:57,FALSE,NA,"1018646379755761664",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","DonGThaGenius",14174,TRUE,FALSE,NA,NA
"RT @V_of_Europe: France's World Cup win shows us that a successful football team doesn't mean a successful society https://t.co/ImD1NT8gBO",FALSE,0,NA,2018-07-15 23:59:57,FALSE,NA,"1018646379684597762",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","suckma3",5194,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Congratulations to France, who played extraordinary soccer, on winning the 2018 World Cup. Additionally, congratulatio…",FALSE,0,NA,2018-07-15 23:59:57,FALSE,NA,"1018646379562979328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","john10721",35429,TRUE,FALSE,NA,NA
"RT @eddiehoops1: Some views from my seat at the FIFA World  Cup Final. #FranceCroatia https://t.co/SegUsqNCcV",FALSE,0,NA,2018-07-15 23:59:57,FALSE,NA,"1018646379441164288",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Bonjin007",2,TRUE,FALSE,NA,NA
"France won the 2018 world cup",FALSE,0,NA,2018-07-15 23:59:57,FALSE,NA,"1018646379411861504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SONGJIANWEI96",0,FALSE,FALSE,NA,NA
"RT @KhaledBeydoun: Dear France, 

Congratulations on winning the #WorldCup. 

80% of your team is African, cut out the racism and xenophobi…",FALSE,0,NA,2018-07-15 23:59:57,FALSE,NA,"1018646379252547584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alvarocavalcant",204723,TRUE,FALSE,NA,NA
"RT @KhaledBeydoun: Dear France, 

Congratulations on winning the #WorldCup. 

80% of your team is African, cut out the racism and xenophobi…",FALSE,0,NA,2018-07-15 23:59:56,FALSE,NA,"1018646379214917639",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","miranjir8",204723,TRUE,FALSE,NA,NA
"RT @KhaledBeydoun: Dear France, 

Congratulations on winning the #WorldCup. 

80% of your team is African, cut out the racism and xenophobi…",FALSE,0,NA,2018-07-15 23:59:56,FALSE,NA,"1018646379210727425",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shaikhalkharji",204723,TRUE,FALSE,NA,NA
"RT @V_of_Europe: France's World Cup win shows us that a successful football team doesn't mean a successful society https://t.co/ImD1NT8gBO",FALSE,0,NA,2018-07-15 23:59:56,FALSE,NA,"1018646379126804480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","angryli0n",5194,TRUE,FALSE,NA,NA
"RT @Hustler_Futbol: If you think Giroud didn't have a good World Cup, you don't know football. France looked crap when Deschamps tried to p…",FALSE,0,NA,2018-07-15 23:59:56,FALSE,NA,"1018646378778521601",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HazrullMamat",13136,TRUE,FALSE,NA,NA
"RT @Shihab06: Rare footage of Messi and Neymar asking Pogba on how to score and win in a World Cup Final. https://t.co/LJfplpK7AJ",FALSE,0,NA,2018-07-15 23:59:56,FALSE,NA,"1018646378745036801",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EliWithTheDrip",1289,TRUE,FALSE,NA,NA
"RT @itsindysev: THE STREETS OF PARIS AFTER THE WORLD CUP WIN. BUCKET LIST TYPE OF MOMENTS https://t.co/aoJHTvWl3i",FALSE,0,NA,2018-07-15 23:59:56,FALSE,NA,"1018646378602475520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tessawhitehall",6685,TRUE,FALSE,NA,NA
"RT @pussyrrriot: NEWS FLASH! Just a few minutes ago four Pussy Riot members performed in the FIFA World Cup final match — ”Policeman enters…",FALSE,0,NA,2018-07-15 23:59:56,FALSE,NA,"1018646378363457536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gabygleon",7611,TRUE,FALSE,NA,NA
"RT @jarevalo527: Hopefully next World Cup I’ll have a boo to watch it with",FALSE,0,NA,2018-07-15 23:59:56,FALSE,NA,"1018646378271125504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carojxra",88,TRUE,FALSE,NA,NA
"RT @GFFN: There is the suggestion tonight from several sources that during the on-pitch trophy celebrations, Steven N'Zonzi had to ask cert…",FALSE,0,NA,2018-07-15 23:59:56,FALSE,NA,"1018646378250231809",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OnlyOneWaddles",9170,TRUE,FALSE,NA,NA
"RT @SemilooreAkoni: France’s President Emmanuel Macron visited Nigeria last week and they won the World Cup final, so Nigeria won the World…",FALSE,0,NA,2018-07-15 23:59:56,FALSE,NA,"1018646378246033413",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iz_MorGan",3679,TRUE,FALSE,NA,NA
"RT @V_of_Europe: Spot the difference:

Croatia loses the final: Party

France wins the World Cup: Riots all over the country https://t.co/i…",FALSE,0,NA,2018-07-15 23:59:56,FALSE,NA,"1018646378006933505",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","charliebearss",4642,TRUE,FALSE,NA,NA
"World Cup 2018: The Moral Clarity of Pussy Riot‘s Protest | Geesen, NYr https://t.co/IYp1h5FklA",FALSE,0,NA,2018-07-15 23:59:56,FALSE,NA,"1018646377876860929",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JerryPolitex",0,FALSE,FALSE,NA,NA
"RT @tictoc: France's President Emmanuel Macron and Croatia's President Kolinda Grabar-Kitarovic are watching the #WorldCupFinal. This is ho…",FALSE,0,NA,2018-07-15 23:59:56,FALSE,NA,"1018646376668778496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jezfl_",295,TRUE,FALSE,NA,NA
"RT @FouadJRazzouk: Post-World Cup depression will be a thing.",FALSE,0,NA,2018-07-15 23:59:55,FALSE,NA,"1018646375033171968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marlongiraldo7",14,TRUE,FALSE,NA,NA
"RT @Sumeet_Patni_: Hats off to President of Croatia Kolinda Grabar-Kitarovic. She attended each #Croatia match at the World Cup, travelled…",FALSE,0,NA,2018-07-15 23:59:55,FALSE,NA,"1018646374395543552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pixiedustieee",5167,TRUE,FALSE,NA,NA
"RT @FutbolWorId: BREAKING: Violence and riots have erupted in Paris following World Cup celebrations. 
Armed forces have been deployed but…",FALSE,0,NA,2018-07-15 23:59:55,FALSE,NA,"1018646374177476611",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","elzeu5",538,TRUE,FALSE,NA,NA
"RT @Ultra_Suristic: @raphaelvarane Raphaël Varane is now only the 11th player to be a World Cup Champion and European Cup champion in the s…",FALSE,0,NA,2018-07-15 23:59:55,FALSE,NA,"1018646374114476032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DylanDiegle",191,TRUE,FALSE,NA,NA
"RT @_Hybreed_: Since FIFA World Cup 2018 is over, it's time to witness the power of Black Twitter once again. This app is worst than hell.…",FALSE,0,NA,2018-07-15 23:59:55,FALSE,NA,"1018646374085165057",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LessMaraganeja",688,TRUE,FALSE,NA,NA
"RT @samstreetwrites: Why Croatia winning the World Cup would mark the most glorious banter era in football history. (Thread) #cro",FALSE,0,NA,2018-07-15 23:59:55,FALSE,NA,"1018646373984399360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mirzadaniel0711",3070,TRUE,FALSE,NA,NA
"RT @ohboywhatashot: #Riots in multiple French cities after France wins the World Cup. 

... unbelievable, why? Why not celebrate? 

https:/…",FALSE,0,NA,2018-07-15 23:59:55,FALSE,NA,"1018646373938458624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","giandomenic45",540,TRUE,FALSE,NA,NA
"Congratulations France <U+0001F1EB><U+0001F1F7> on wining the World Cup! #fifaworldcup #WorldCup #Worldcup2018Russia",FALSE,1,NA,2018-07-15 23:59:55,FALSE,NA,"1018646373862969345",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","brianna_bmx",0,FALSE,FALSE,NA,NA
"RT @mariamalia_r: #Croatia maybe you did not win the cup but you won the heart and respect of the whole world!!! You played really good!! #…",FALSE,0,NA,2018-07-15 23:59:55,FALSE,NA,"1018646373669982215",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","qweenuno",26,TRUE,FALSE,NA,NA
"RT @Saj_PakPassion: Co-commentator during the recent England versus India ODI ""we could see these two teams playing the World Cup final nex…",FALSE,0,NA,2018-07-15 23:59:55,FALSE,NA,"1018646373305126914",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ARNiazi422",1106,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Congratulations to France, who played extraordinary soccer, on winning the 2018 World Cup. Additionally, congratulatio…",FALSE,0,NA,2018-07-15 23:59:55,FALSE,NA,"1018646372915040256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","brhardy1",35429,TRUE,FALSE,NA,NA
"RT @cnnsport: Before Paul Pogba's goal, a player hadn't scored from outside the box in a World Cup final for 36 years. 

Kylian Mbappé did…",FALSE,0,NA,2018-07-15 23:59:55,FALSE,NA,"1018646372755615744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Zachendowed",1457,TRUE,FALSE,NA,NA
"RT @caIImbyourname: kylian mbappé was only 19 when he became a world cup champion https://t.co/Lsx7fTDuh0",FALSE,0,NA,2018-07-15 23:59:55,FALSE,NA,"1018646372705333248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Gbrl_Thais",16742,TRUE,FALSE,NA,NA
"RT @FutbolWorId: The best moments of World Cup 2018 <U+0001F64C><U+0001F3FC>
https://t.co/VFU3NcbbT6",FALSE,0,NA,2018-07-15 23:59:55,FALSE,NA,"1018646371937628165",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","toracha7",1522,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Congratulations to France, who played extraordinary soccer, on winning the 2018 World Cup. Additionally, congratulatio…",FALSE,0,NA,2018-07-15 23:59:55,FALSE,NA,"1018646371530878977",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JiiB04",35429,TRUE,FALSE,NA,NA
